57,primeape,57,10,320,159,96,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/57.png,fighting,,0
58,growlithe,58,7,190,70,97,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/58.png,fire,,0
59,arcanine,59,19,1550,194,98,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/59.png,fire,,0
60,poliwag,60,6,124,60,99,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/60.png,water,,0
61,poliwhirl,61,10,200,135,100,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/61.png,water,,0
62,poliwrath,62,13,540,255,101,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/62.png,water,fighting,0
63,abra,63,9,195,62,103,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/63.png,psychic,,0
64,kadabra,64,13,565,140,104,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/64.png,psychic,,0
65,alakazam,65,15,480,250,105,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/65.png,psychic,,0
66,machop,66,8,195,61,107,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/66.png,fighting,,0
67,machoke,67,15,705,142,108,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/67.png,fighting,,0
68,machamp,68,16,1300,253,109,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/68.png,fighting,,0
69,bellsprout,69,7,40,60,110,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/69.png,grass,poison,0
70,weepinbell,70,10,64,137,111,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/70.png,grass,poison,0
71,victreebel,71,17,155,221,112,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/71.png,grass,poison,0
72,tentacool,72,9,455,67,113,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/72.png,water,poison,0
73,tentacruel,73,16,550,180,114,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/73.png,water,poison,0
74,geodude,74,4,200,60,115,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/74.png,rock,ground,0
75,graveler,75,10,1050,137,117,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/75.png,rock,ground,0
76,golem,76,14,3000,223,119,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/76.png,rock,ground,0
77,ponyta,77,10,300,82,121,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/77.png,fire,,0
78,rapidash,78,17,950,175,123,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/78.png,fire,,0
79,slowpoke,79,12,360,63,125,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/79.png,water,psychic,0
80,slowbro,80,16,785,172,127,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/80.png,water,psychic,0
81,magnemite,81,3,60,65,132,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/81.png,electric,steel,0
82,magneton,82,10,600,163,133,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/82.png,electric,steel,0
83,farfetchd,83,8,150,132,135,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/83.png,normal,flying,0
84,doduo,84,14,392,62,137,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/84.png,normal,flying,0
85,dodrio,85,18,852,165,138,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/85.png,normal,flying,0
86,seel,86,11,900,65,139,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/86.png,water,,0
87,dewgong,87,17,1200,166,140,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/87.png,water,ice,0
88,grimer,88,9,300,65,141,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/88.png,poison,poison,0
89,muk,89,12,300,175,143,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/89.png,poison,poison,0
90,shellder,90,3,40,61,145,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/90.png,water,,0
91,cloyster,91,15,1325,184,146,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/91.png,water,ice,0
92,gastly,92,13,1,62,147,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/92.png,ghost,poison,0
93,haunter,93,16,1,142,148,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/93.png,ghost,poison,0
94,gengar,94,15,405,250,149,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/94.png,ghost,poison,0
95,onix,95,88,2100,77,151,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/95.png,rock,ground,0
96,drowzee,96,10,324,66,154,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/96.png,psychic,,0
97,hypno,97,16,756,169,155,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/97.png,psychic,,0
98,krabby,98,4,65,65,156,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/98.png,water,,0
99,kingler,99,13,600,166,157,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/99.png,water,,0
100,voltorb,100,5,104,66,158,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/100.png,electric,,0
101,electrode,101,12,666,172,159,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/101.png,electric,,0
102,exeggcute,102,4,25,65,160,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/102.png,grass,psychic,0
103,exeggutor,103,20,1200,186,161,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/103.png,grass,psychic,0
104,cubone,104,4,65,64,163,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/104.png,ground,,0
105,marowak,105,10,450,149,164,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/105.png,ground,fire,0
106,hitmonlee,106,15,498,159,168,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/106.png,fighting,,0
107,hitmonchan,107,14,502,159,169,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/107.png,fighting,,0
108,lickitung,108,12,655,77,171,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/108.png,normal,,0
109,koffing,109,6,10,68,173,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/109.png,poison,,0
110,weezing,110,12,95,172,174,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/110.png,poison,,0
111,rhyhorn,111,10,1150,69,176,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/111.png,ground,rock,0
112,rhydon,112,19,1200,170,177,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/112.png,ground,rock,0
113,chansey,113,11,346,395,180,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/113.png,normal,,0
114,tangela,114,10,350,87,182,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/114.png,grass,,0
115,kangaskhan,115,22,800,172,184,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/115.png,normal,,0
116,horsea,116,4,80,59,186,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/116.png,water,,0
117,seadra,117,12,250,154,187,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/117.png,water,,0
118,goldeen,118,6,150,64,189,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/118.png,water,,0
119,seaking,119,13,390,158,190,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/119.png,water,,0
120,staryu,120,8,345,68,191,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/120.png,water,,0
121,starmie,121,11,800,182,192,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/121.png,water,psychic,0
122,mr-mime,122,13,545,161,194,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/122.png,psychic,fairy,0
123,scyther,123,15,560,100,196,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/123.png,bug,flying,0
124,jynx,124,14,406,159,200,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/124.png,ice,psychic,0
125,electabuzz,125,11,300,172,202,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/125.png,electric,,0
126,magmar,126,13,445,173,205,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/126.png,fire,,0
127,pinsir,127,15,550,175,207,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/127.png,bug,,0
128,tauros,128,14,884,172,209,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/128.png,normal,,0
129,magikarp,129,9,100,40,210,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/129.png,water,,0
130,gyarados,130,65,2350,189,211,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/130.png,water,flying,0
131,lapras,131,25,2200,187,213,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/131.png,water,ice,0
132,ditto,132,3,40,101,214,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/132.png,normal,,0
133,eevee,133,3,65,65,215,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/133.png,normal,,0
134,vaporeon,134,10,290,184,217,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/134.png,water,,0
135,jolteon,135,8,245,184,218,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/135.png,electric,,0
136,flareon,136,9,250,184,219,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/136.png,fire,,0
137,porygon,137,8,365,79,225,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/137.png,normal,,0
138,omanyte,138,4,75,71,228,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/138.png,rock,water,0
139,omastar,139,10,350,173,229,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/139.png,rock,water,0
140,kabuto,140,5,115,71,230,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/140.png,rock,water,0
141,kabutops,141,13,405,173,231,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/141.png,rock,water,0
142,aerodactyl,142,18,590,180,232,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/142.png,rock,flying,0
143,snorlax,143,21,4600,189,235,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/143.png,normal,,0
144,articuno,144,17,554,290,236,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/144.png,ice,flying,0
145,zapdos,145,16,526,290,238,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/145.png,electric,flying,0
146,moltres,146,20,600,290,240,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/146.png,fire,flying,0
147,dratini,147,18,33,60,242,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/147.png,dragon,,0
148,dragonair,148,40,165,147,243,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/148.png,dragon,,0
149,dragonite,149,22,2100,300,244,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/149.png,dragon,flying,0
150,mewtwo,150,20,1220,340,245,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/150.png,psychic,,0
151,mew,151,4,40,300,248,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/151.png,psychic,,0
152,chikorita,152,9,64,64,249,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/152.png,grass,,0
153,bayleef,153,12,158,142,250,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/153.png,grass,,0
154,meganium,154,18,1005,236,251,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/154.png,grass,,0
155,cyndaquil,155,5,79,62,252,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/155.png,fire,,0
156,quilava,156,9,190,142,253,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/156.png,fire,,0
157,typhlosion,157,17,795,240,254,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/157.png,fire,,0
158,totodile,158,6,95,63,255,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/158.png,water,,0
159,croconaw,159,11,250,142,256,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/159.png,water,,0
160,feraligatr,160,23,888,239,257,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/160.png,water,,0
161,sentret,161,8,60,43,258,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/161.png,normal,,0
162,furret,162,18,325,145,259,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/162.png,normal,,0
163,hoothoot,163,7,212,52,260,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/163.png,normal,flying,0
164,noctowl,164,16,408,158,261,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/164.png,normal,flying,0
165,ledyba,165,10,108,53,262,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/165.png,bug,flying,0
166,ledian,166,14,356,137,263,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/166.png,bug,flying,0
167,spinarak,167,5,85,50,264,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/167.png,bug,poison,0
168,ariados,168,11,335,140,265,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/168.png,bug,poison,0
169,crobat,169,18,750,268,75,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/169.png,poison,flying,0
170,chinchou,170,5,120,66,266,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/170.png,water,electric,0
171,lanturn,171,12,225,161,267,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/171.png,water,electric,0
172,pichu,172,3,20,41,34,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/172.png,electric,,0
173,cleffa,173,3,30,44,63,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/173.png,fairy,,0
174,igglybuff,174,3,10,42,70,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/174.png,normal,fairy,0
175,togepi,175,3,15,49,268,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/175.png,fairy,,0
176,togetic,176,6,32,142,269,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/176.png,fairy,flying,0
177,natu,177,2,20,64,271,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/177.png,psychic,flying,0
178,xatu,178,15,150,165,272,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/178.png,psychic,flying,0
179,mareep,179,6,78,56,273,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/179.png,electric,,0
180,flaaffy,180,8,133,128,274,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/180.png,electric,,0
181,ampharos,181,14,615,230,275,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/181.png,electric,,0
182,bellossom,182,4,58,245,79,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/182.png,grass,,0
183,marill,183,4,85,88,278,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/183.png,water,fairy,0
184,azumarill,184,8,285,210,279,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/184.png,water,fairy,0
185,sudowoodo,185,12,380,144,281,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/185.png,rock,,0
186,politoed,186,11,339,250,102,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/186.png,water,,0
187,hoppip,187,4,5,50,282,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/187.png,grass,flying,0
188,skiploom,188,6,10,119,283,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/188.png,grass,flying,0
189,jumpluff,189,8,30,207,284,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/189.png,grass,flying,0
190,aipom,190,8,115,72,285,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/190.png,normal,,0
191,sunkern,191,3,18,36,287,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/191.png,grass,,0
192,sunflora,192,8,85,149,288,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/192.png,grass,,0
193,yanma,193,12,380,78,289,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/193.png,bug,flying,0
194,wooper,194,4,85,42,291,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/194.png,water,ground,0
195,quagsire,195,14,750,151,292,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/195.png,water,ground,0
196,espeon,196,9,265,184,220,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/196.png,psychic,,0
197,umbreon,197,10,270,184,221,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/197.png,dark,,0
198,murkrow,198,5,21,81,293,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/198.png,dark,flying,0
199,slowking,199,20,795,172,130,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/199.png,water,psychic,0
200,misdreavus,200,7,10,87,295,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/200.png,ghost,,0
201,unown,201,5,50,118,297,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/201.png,psychic,,0
202,wobbuffet,202,13,285,142,299,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/202.png,psychic,,0
203,girafarig,203,15,415,159,300,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/203.png,normal,psychic,0
204,pineco,204,6,72,58,301,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/204.png,bug,,0
205,forretress,205,12,1258,163,302,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/205.png,bug,steel,0
206,dunsparce,206,15,140,145,303,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/206.png,normal,,0
207,gligar,207,11,648,86,304,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/207.png,ground,flying,0
208,steelix,208,92,4000,179,152,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/208.png,steel,ground,0
209,snubbull,209,6,78,60,306,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/209.png,fairy,,0
210,granbull,210,14,487,158,307,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/210.png,fairy,,0
211,qwilfish,211,5,39,88,308,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/211.png,water,poison,0
212,scizor,212,18,1180,175,197,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/212.png,bug,steel,0
213,shuckle,213,6,205,177,309,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/213.png,bug,rock,0
214,heracross,214,15,540,175,310,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/214.png,bug,fighting,0
215,sneasel,215,9,280,86,312,1,https://raw.githubusercontent.com/sindrimt/sprites/master/sprites/pokemon/215.png,dark,ice,0
